                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                0.60913,                0.48746,                0.98384,                0.95294,                0.98412,                0.99303,                0.90399,                0.46159,                0.28741,                0.89443,               0.008218,               0.008218,               0.008218
                     29,                0.61377,                0.48905,                0.98773,                0.93442,                0.97792,                0.99339,                0.90487,                0.46126,                0.29461,                 0.8938,               0.008152,               0.008152,               0.008152
                     30,                0.60796,                0.48483,                0.98656,                0.92923,                0.98699,                0.99266,                 0.9102,                0.45166,                0.28818,                0.89136,               0.008086,               0.008086,               0.008086
                     31,                0.60848,                 0.4804,                0.98427,                0.94538,                0.97059,                0.99278,                0.91175,                0.45132,                0.29334,                0.88814,                0.00802,                0.00802,                0.00802
                     32,                0.60226,                0.47553,                0.97982,                0.94211,                0.97892,                0.99052,                 0.9107,                0.44539,                0.28238,                0.88504,               0.007954,               0.007954,               0.007954
                     33,                0.60415,                0.47413,                0.98045,                0.95447,                0.97001,                0.99296,                0.91063,                0.45074,                0.28464,                0.88732,               0.007888,               0.007888,               0.007888
                     34,                0.60769,                0.46805,                0.98187,                0.95096,                0.97877,                0.99351,                0.91322,                0.44902,                0.28129,                 0.8843,               0.007822,               0.007822,               0.007822
                     35,                0.60214,                0.47128,                0.98098,                 0.9227,                 0.9825,                 0.9929,                0.91165,                0.43817,                0.27791,                0.87974,               0.007756,               0.007756,               0.007756
                     36,                 0.5925,                0.46778,                0.97589,                0.95046,                0.97687,                0.99311,                0.91851,                0.44316,                0.27812,                0.87832,                0.00769,                0.00769,                0.00769
                     37,                0.59812,                0.46577,                0.97805,                0.94097,                0.98257,                0.99191,                0.91562,                0.43457,                0.27726,                0.87623,               0.007624,               0.007624,               0.007624
                     38,                 0.5984,                 0.4651,                0.97834,                0.94965,                0.97469,                0.99203,                0.91132,                0.43833,                0.27061,                0.87669,               0.007558,               0.007558,               0.007558
                     39,                 0.5981,                0.46163,                0.97697,                0.94893,                0.98107,                0.99378,                 0.9145,                 0.4298,                0.26809,                0.87519,               0.007492,               0.007492,               0.007492
                     40,                0.59037,                0.45666,                0.97292,                0.94312,                0.96869,                0.99273,                0.91231,                0.43158,                 0.2728,                  0.873,               0.007426,               0.007426,               0.007426
                     41,                0.58732,                0.45939,                0.97459,                 0.9536,                0.98419,                0.99388,                0.91859,                0.42311,                0.26118,                0.87047,                0.00736,                0.00736,                0.00736
                     42,                0.59354,                0.45188,                0.97471,                0.95197,                0.98349,                0.99325,                0.91974,                0.42694,                0.26654,                0.87306,               0.007294,               0.007294,               0.007294
                     43,                 0.5853,                0.44414,                0.97243,                0.95449,                0.98718,                0.99347,                0.92028,                0.42473,                0.26317,                0.87098,               0.007228,               0.007228,               0.007228
                     44,                0.58468,                 0.4489,                0.97357,                0.93976,                0.98335,                0.99308,                0.91725,                0.42033,                0.26307,                0.86801,               0.007162,               0.007162,               0.007162
                     45,                0.58711,                0.44571,                0.97315,                0.95361,                0.98454,                0.99366,                 0.9186,                 0.4261,                0.26023,                0.86954,               0.007096,               0.007096,               0.007096
                     46,                0.58748,                0.45142,                0.97283,                0.95606,                0.98219,                0.99377,                0.91902,                0.41772,                0.26113,                0.86771,                0.00703,                0.00703,                0.00703
                     47,                0.58108,                0.44908,                0.97071,                 0.9535,                0.99032,                0.99392,                0.92418,                0.41433,                0.25372,                 0.8642,               0.006964,               0.006964,               0.006964
                     48,                0.58355,                0.44051,                0.97004,                0.94528,                0.99491,                 0.9935,                0.92466,                0.42136,                  0.255,                0.86908,               0.006898,               0.006898,               0.006898
                     49,                0.57843,                0.43633,                0.96827,                0.95684,                0.98649,                0.99404,                0.92238,                0.41432,                0.25419,                0.86704,               0.006832,               0.006832,               0.006832
                     50,                0.58282,                0.43728,                0.97074,                0.94447,                0.98779,                0.99433,                0.92786,                0.40789,                0.25263,                0.86394,               0.006766,               0.006766,               0.006766
                     51,                0.57927,                0.43791,                0.96954,                0.95823,                0.98669,                0.99408,                0.92663,                0.40931,                0.24583,                0.86336,                 0.0067,                 0.0067,                 0.0067
                     52,                0.57296,                0.42699,                0.96543,                0.95793,                0.98932,                0.99369,                0.92166,                 0.4133,                0.25169,                0.86142,               0.006634,               0.006634,               0.006634
                     53,                0.57048,                0.43145,                0.96269,                0.95146,                0.98853,                0.99418,                0.92823,                0.40506,                0.24554,                0.85987,               0.006568,               0.006568,               0.006568
                     54,                  0.573,                0.42643,                0.96625,                0.96124,                0.98816,                0.99404,                0.92862,                0.39865,                0.24491,                0.85767,               0.006502,               0.006502,               0.006502
                     55,                0.56912,                0.42709,                0.96728,                0.96017,                0.98721,                0.99406,                0.92558,                0.40304,                0.24673,                0.85847,               0.006436,               0.006436,               0.006436
                     56,                0.56599,                0.42592,                0.96491,                0.95677,                0.98859,                0.99419,                0.92763,                0.39476,                0.24265,                0.85611,                0.00637,                0.00637,                0.00637
                     57,                0.56908,                0.42502,                 0.9663,                0.96085,                0.98945,                0.99428,                0.92761,                0.39386,                0.23593,                0.85424,               0.006304,               0.006304,               0.006304
                     58,                0.56449,                 0.4205,                 0.9638,                0.96561,                0.98878,                0.99424,                0.92999,                0.39516,                0.23162,                0.85437,               0.006238,               0.006238,               0.006238
                     59,                0.56484,                0.41889,                0.96094,                0.95154,                0.99559,                0.99407,                 0.9318,                 0.3893,                0.23395,                0.85156,               0.006172,               0.006172,               0.006172
                     60,                0.56179,                0.42039,                0.96037,                0.95503,                0.99326,                0.99439,                0.93094,                0.38769,                0.23376,                 0.8498,               0.006106,               0.006106,               0.006106
                     61,                0.56102,                0.41792,                 0.9617,                0.95862,                0.99052,                0.99446,                0.93436,                0.38627,                0.22922,                0.85142,                0.00604,                0.00604,                0.00604
                     62,                0.55916,                0.41359,                0.96098,                0.96282,                0.98816,                0.99433,                0.93008,                0.39181,                0.23359,                0.85443,               0.005974,               0.005974,               0.005974
                     63,                0.56002,                0.41681,                0.95927,                0.95663,                0.99132,                0.99407,                0.93247,                0.39077,                0.23243,                0.85342,               0.005908,               0.005908,               0.005908
                     64,                0.55461,                0.41022,                 0.9597,                 0.9627,                0.98743,                0.99434,                0.93041,                0.38345,                  0.226,                0.84752,               0.005842,               0.005842,               0.005842
                     65,                0.55378,                0.41134,                0.95773,                0.96281,                0.99181,                0.99447,                0.93478,                0.37845,                0.22697,                0.84552,               0.005776,               0.005776,               0.005776
                     66,                0.55409,                0.41135,                0.96137,                0.96099,                0.98931,                0.99447,                0.93359,                0.37921,                0.22304,                0.84558,                0.00571,                0.00571,                0.00571
                     67,                 0.5497,                0.40424,                0.95721,                0.95946,                0.98835,                0.99452,                0.93575,                0.37728,                0.22432,                0.84405,               0.005644,               0.005644,               0.005644
                     68,                0.55399,                0.40244,                0.95765,                 0.9638,                0.98856,                0.99446,                0.93613,                0.37628,                0.22327,                0.84437,               0.005578,               0.005578,               0.005578
                     69,                0.54525,                0.39703,                0.95426,                0.96705,                0.99171,                0.99448,                 0.9334,                0.37612,                0.21989,                 0.8446,               0.005512,               0.005512,               0.005512
                     70,                 0.5453,                0.39917,                0.95812,                0.96412,                0.99377,                0.99455,                0.93543,                0.37209,                0.21874,                0.84366,               0.005446,               0.005446,               0.005446
                     71,                0.54416,                0.39738,                0.95138,                0.96412,                0.99244,                0.99463,                0.93833,                 0.3661,                0.21722,                0.84102,                0.00538,                0.00538,                0.00538
                     72,                0.54187,                0.39604,                0.95381,                0.96557,                0.99022,                0.99455,                 0.9411,                0.36455,                0.21479,                0.83858,               0.005314,               0.005314,               0.005314
                     73,                0.54416,                0.39445,                0.95261,                0.96246,                 0.9938,                0.99469,                0.93823,                0.36387,                0.21469,                0.83923,               0.005248,               0.005248,               0.005248
                     74,                0.54209,                0.39221,                0.95246,                0.96493,                0.98972,                0.99462,                0.93654,                0.36657,                0.21562,                0.84024,               0.005182,               0.005182,               0.005182
                     75,                0.53958,                 0.3967,                0.95401,                0.96317,                0.98958,                0.99458,                0.94134,                0.36245,                0.21474,                0.83689,               0.005116,               0.005116,               0.005116
                     76,                0.53939,                 0.3912,                0.94956,                0.96217,                0.99113,                0.99459,                0.94235,                0.35941,                0.21209,                0.83564,                0.00505,                0.00505,                0.00505
                     77,                 0.5385,                0.38939,                0.95244,                0.96423,                0.99129,                0.99461,                0.94102,                0.35732,                0.21042,                  0.834,               0.004984,               0.004984,               0.004984
                     78,                0.53071,                0.38502,                 0.9495,                0.96516,                0.98956,                0.99467,                0.94257,                0.35402,                0.20741,                0.83337,               0.004918,               0.004918,               0.004918
                     79,                 0.5335,                0.38544,                0.94995,                0.96464,                0.98859,                0.99464,                0.94422,                 0.3546,                0.20827,                0.83349,               0.004852,               0.004852,               0.004852
                     80,                0.52847,                0.38293,                0.94853,                0.96724,                0.98446,                 0.9946,                0.94403,                0.35424,                0.20884,                0.83241,               0.004786,               0.004786,               0.004786
                     81,                0.52877,                0.37722,                0.94456,                 0.9651,                0.98863,                0.99465,                0.94394,                0.35034,                0.20726,                0.83103,                0.00472,                0.00472,                0.00472
                     82,                0.52347,                0.37727,                0.94489,                0.96535,                0.98926,                0.99467,                0.94283,                0.34996,                 0.2072,                0.82979,               0.004654,               0.004654,               0.004654
                     83,                0.52684,                0.37444,                0.94904,                0.96644,                 0.9892,                0.99455,                0.94485,                 0.3468,                 0.2078,                0.82873,               0.004588,               0.004588,               0.004588
                     84,                0.52325,                 0.3733,                  0.946,                0.96466,                0.98983,                0.99461,                0.94352,                 0.3439,                0.20706,                0.82765,               0.004522,               0.004522,               0.004522
                     85,                0.52359,                0.37703,                0.94557,                0.96643,                0.99208,                0.99458,                0.94397,                0.34581,                0.20901,                0.82872,               0.004456,               0.004456,               0.004456
                     86,                0.52278,                0.37504,                0.94881,                0.96638,                0.99124,                0.99458,                 0.9453,                0.34415,                0.20574,                0.82763,                0.00439,                0.00439,                0.00439
                     87,                 0.5166,                 0.3678,                 0.9414,                0.96572,                0.98963,                0.99462,                0.94496,                0.34295,                 0.2054,                0.82645,               0.004324,               0.004324,               0.004324
                     88,                0.51883,                0.36909,                 0.9454,                0.96571,                0.99098,                0.99453,                0.94667,                0.33926,                0.20444,                0.82419,               0.004258,               0.004258,               0.004258
                     89,                0.51814,                0.37014,                0.94138,                0.96684,                 0.9914,                0.99451,                0.94548,                 0.3364,                0.20281,                0.82315,               0.004192,               0.004192,               0.004192
                     90,                0.51264,                0.36371,                0.94058,                0.96655,                0.99253,                0.99466,                0.94868,                0.33464,                0.19986,                0.82225,               0.004126,               0.004126,               0.004126
                     91,                0.51806,                0.36296,                0.94276,                0.96669,                0.99251,                0.99463,                0.94911,                0.33295,                0.19805,                0.82193,                0.00406,                0.00406,                0.00406
                     92,                0.51271,                0.36323,                0.94069,                0.96701,                0.99287,                0.99465,                0.94957,                0.33139,                0.19638,                0.82012,               0.003994,               0.003994,               0.003994
                     93,                 0.5107,                0.35922,                 0.9395,                0.96818,                0.99278,                0.99461,                0.95028,                  0.328,                0.19428,                0.81889,               0.003928,               0.003928,               0.003928
                     94,                0.50745,                0.36133,                0.93951,                0.96749,                0.99129,                0.99465,                0.95057,                0.32841,                0.19555,                0.81872,               0.003862,               0.003862,               0.003862
                     95,                 0.5075,                0.35837,                0.94056,                0.96872,                0.99034,                0.99474,                0.95217,                0.32643,                0.19437,                0.81795,               0.003796,               0.003796,               0.003796
                     96,                0.50375,                0.35667,                0.93935,                0.96697,                0.99114,                0.99473,                 0.9534,                0.32605,                0.19334,                0.81757,                0.00373,                0.00373,                0.00373
                     97,                0.50454,                0.35671,                0.93618,                0.96849,                0.99148,                0.99472,                0.95141,                0.32339,                0.19171,                0.81697,               0.003664,               0.003664,               0.003664
                     98,                0.50287,                 0.3509,                0.93764,                0.97042,                0.99117,                0.99469,                0.95013,                0.32345,                0.19099,                0.81694,               0.003598,               0.003598,               0.003598
                     99,                0.49843,                0.35129,                 0.9384,                0.97002,                0.99068,                0.99468,                0.95244,                0.32185,                0.19061,                0.81703,               0.003532,               0.003532,               0.003532
                    100,                0.50249,                 0.3498,                0.93745,                0.96984,                0.99083,                0.99473,                0.95279,                0.32008,                0.18962,                0.81589,               0.003466,               0.003466,               0.003466
                    101,                0.49578,                0.34849,                0.93437,                0.97033,                0.99059,                0.99475,                0.95265,                  0.319,                0.18891,                0.81534,                 0.0034,                 0.0034,                 0.0034
                    102,                0.49005,                0.34544,                0.93103,                0.96788,                0.99176,                0.99476,                0.95244,                0.31729,                0.18903,                0.81474,               0.003334,               0.003334,               0.003334
                    103,                0.49178,                  0.342,                0.93075,                0.96883,                0.99152,                0.99477,                0.95265,                0.31557,                0.18901,                0.81365,               0.003268,               0.003268,               0.003268
                    104,                0.48908,                0.33998,                0.93115,                0.96762,                 0.9922,                0.99478,                0.95529,                0.31341,                0.18847,                0.81263,               0.003202,               0.003202,               0.003202
                    105,                0.48928,                0.34105,                0.93275,                0.96825,                0.99182,                0.99477,                0.95308,                0.31289,                0.18808,                0.81276,               0.003136,               0.003136,               0.003136
                    106,                 0.4908,                0.34193,                0.93174,                0.96941,                0.99136,                0.99474,                0.95423,                0.31249,                0.18619,                0.81247,                0.00307,                0.00307,                0.00307
                    107,                0.48646,                0.33951,                0.93155,                0.97067,                0.99121,                0.99476,                0.95449,                0.31055,                 0.1848,                0.81185,               0.003004,               0.003004,               0.003004
                    108,                0.48248,                0.33284,                0.93058,                0.97056,                0.99197,                0.99477,                0.95445,                0.30895,                0.18312,                 0.8111,               0.002938,               0.002938,               0.002938
                    109,                0.48449,                0.33235,                0.93017,                0.97067,                0.99196,                0.99477,                0.95399,                0.30879,                0.18311,                0.81093,               0.002872,               0.002872,               0.002872
                    110,                 0.4831,                0.33272,                0.93094,                0.97017,                0.99196,                0.99479,                0.95393,                0.30829,                0.18268,                0.81084,               0.002806,               0.002806,               0.002806
                    111,                0.47686,                0.32962,                0.92749,                0.97067,                0.99163,                 0.9948,                0.95501,                0.30726,                0.18252,                0.81038,                0.00274,                0.00274,                0.00274
                    112,                0.47299,                0.32318,                 0.9269,                0.97065,                0.99174,                 0.9948,                0.95451,                0.30663,                0.18245,                0.80999,               0.002674,               0.002674,               0.002674
                    113,                0.46971,                0.32391,                0.92542,                0.97118,                0.99099,                 0.9948,                0.95588,                0.30601,                0.18128,                0.80978,               0.002608,               0.002608,               0.002608
                    114,                0.47635,                0.32642,                0.92711,                0.97021,                0.99109,                0.99475,                0.95612,                0.30484,                 0.1812,                0.80928,               0.002542,               0.002542,               0.002542
                    115,                0.46957,                0.32284,                0.92666,                0.97067,                0.99077,                 0.9948,                0.95607,                0.30351,                0.18029,                0.80879,               0.002476,               0.002476,               0.002476
                    116,                0.46974,                0.32531,                0.92491,                0.97074,                0.99114,                0.99482,                0.95678,                 0.3024,                0.18067,                 0.8084,                0.00241,                0.00241,                0.00241
                    117,                0.47021,                0.31945,                0.92583,                0.96998,                0.99087,                0.99478,                 0.9566,                0.30142,                0.18078,                0.80813,               0.002344,               0.002344,               0.002344
                    118,                0.46926,                0.31702,                0.92232,                0.96983,                0.99153,                 0.9948,                0.95793,                0.30046,                0.18033,                0.80768,               0.002278,               0.002278,               0.002278
                    119,                0.46182,                0.31833,                0.92277,                0.97076,                0.99228,                 0.9948,                0.95757,                0.29987,                0.17904,                0.80711,               0.002212,               0.002212,               0.002212
                    120,                0.46735,                0.32146,                0.92419,                0.97044,                  0.992,                0.99485,                0.95818,                0.29909,                0.17852,                0.80674,               0.002146,               0.002146,               0.002146
                    121,                0.46011,                0.31094,                0.91975,                0.97037,                0.99251,                0.99484,                0.95914,                0.29798,                0.17802,                0.80622,                0.00208,                0.00208,                0.00208
                    122,                 0.4589,                0.31107,                0.91953,                 0.9708,                0.99315,                0.99484,                 0.9594,                0.29688,                0.17775,                0.80571,               0.002014,               0.002014,               0.002014
                    123,                0.45299,                 0.3087,                 0.9181,                0.97071,                0.99292,                0.99485,                0.95993,                0.29534,                0.17679,                0.80518,               0.001948,               0.001948,               0.001948
                    124,                0.45848,                0.31007,                0.92143,                0.97095,                0.99278,                0.99484,                 0.9606,                0.29436,                0.17578,                0.80488,               0.001882,               0.001882,               0.001882
                    125,                0.45489,                0.30645,                0.91795,                0.97104,                0.99287,                0.99484,                0.95937,                0.29344,                0.17533,                0.80442,               0.001816,               0.001816,               0.001816
                    126,                0.45387,                0.30704,                0.91912,                0.97064,                0.99312,                0.99482,                0.96017,                0.29292,                0.17572,                0.80402,                0.00175,                0.00175,                0.00175
                    127,                0.45084,                0.30584,                0.91729,                0.97048,                0.99358,                 0.9948,                0.95956,                0.29226,                0.17498,                0.80369,               0.001684,               0.001684,               0.001684
                    128,                0.44782,                 0.3026,                0.91725,                 0.9704,                0.99332,                 0.9948,                0.95914,                0.29122,                0.17471,                0.80343,               0.001618,               0.001618,               0.001618
                    129,                0.44133,                0.29157,                0.91522,                0.97046,                0.99362,                 0.9948,                0.95966,                0.29097,                0.17437,                 0.8032,               0.001552,               0.001552,               0.001552
                    130,                0.43851,                0.29105,                0.91261,                 0.9707,                0.99339,                0.99481,                 0.9601,                0.29029,                0.17428,                0.80297,               0.001486,               0.001486,               0.001486
                    131,                0.43851,                0.28945,                0.91236,                0.97089,                0.99355,                0.99481,                0.96061,                0.28985,                0.17412,                0.80285,                0.00142,                0.00142,                0.00142
                    132,                 0.4376,                0.29272,                0.91605,                0.97111,                0.99372,                0.99481,                0.96131,                0.28914,                0.17383,                0.80258,               0.001354,               0.001354,               0.001354
                    133,                0.43698,                0.28877,                0.91305,                0.97135,                0.99377,                0.99481,                0.96093,                 0.2887,                0.17368,                0.80235,               0.001288,               0.001288,               0.001288
                    134,                 0.4338,                0.28898,                0.91128,                 0.9723,                0.99379,                0.99481,                 0.9604,                0.28812,                0.17313,                0.80201,               0.001222,               0.001222,               0.001222
                    135,                0.43165,                0.28591,                 0.9099,                0.97182,                0.99371,                0.99481,                0.96049,                0.28772,                0.17229,                 0.8019,               0.001156,               0.001156,               0.001156
                    136,                0.43111,                0.28431,                0.91047,                0.97204,                0.99373,                0.99482,                0.96101,                0.28735,                0.17241,                0.80172,                0.00109,                0.00109,                0.00109
                    137,                0.43216,                0.28471,                0.90816,                  0.972,                0.99381,                0.99482,                0.96048,                0.28675,                0.17223,                0.80158,               0.001024,               0.001024,               0.001024
                    138,                0.42768,                0.28123,                0.90907,                0.97215,                0.99364,                0.99481,                0.96138,                0.28634,                0.17172,                 0.8014,               0.000958,               0.000958,               0.000958
                    139,                0.42359,                0.27999,                0.90768,                 0.9723,                0.99324,                0.99483,                0.96118,                0.28587,                0.17133,                0.80118,               0.000892,               0.000892,               0.000892
                    140,                0.42436,                0.28187,                0.90963,                0.97225,                0.99316,                0.99483,                0.96125,                0.28546,                0.17108,                0.80094,               0.000826,               0.000826,               0.000826
                    141,                0.36948,                0.22013,                 0.8706,                0.97275,                0.99346,                0.99481,                0.96143,                0.28508,                 0.1706,                0.80068,                0.00076,                0.00076,                0.00076
                    142,                0.36258,                0.21347,                0.87155,                0.97259,                0.99357,                0.99481,                 0.9615,                0.28439,                0.17002,                0.80043,               0.000694,               0.000694,               0.000694
                    143,                0.35706,                0.21252,                0.86935,                0.97259,                0.99336,                0.99481,                0.96176,                0.28364,                 0.1698,                0.80013,               0.000628,               0.000628,               0.000628
                    144,                0.35508,                 0.2079,                0.86915,                0.97308,                 0.9934,                0.99483,                0.96179,                0.28304,                0.16888,                 0.7998,               0.000562,               0.000562,               0.000562
                    145,                0.35122,                0.20441,                0.86457,                0.97308,                0.99337,                0.99484,                0.96195,                0.28241,                0.16857,                0.79951,               0.000496,               0.000496,               0.000496
                    146,                0.34777,                0.20407,                0.86411,                0.97309,                0.99359,                0.99485,                0.96193,                0.28181,                0.16784,                 0.7992,                0.00043,                0.00043,                0.00043
                    147,                0.34691,                0.20478,                0.86777,                 0.9724,                0.99367,                0.99485,                0.96245,                0.28125,                0.16719,                0.79889,               0.000364,               0.000364,               0.000364
                    148,                0.34396,                0.20085,                0.86257,                0.97239,                0.99372,                0.99484,                0.96241,                0.28063,                0.16676,                0.79864,               0.000298,               0.000298,               0.000298
                    149,                0.34119,                0.20006,                0.85999,                0.97254,                0.99378,                0.99485,                0.96295,                0.27992,                0.16658,                0.79838,               0.000232,               0.000232,               0.000232
                    150,                0.33854,                 0.1973,                0.85924,                0.97252,                0.99405,                0.99485,                0.96258,                0.27932,                0.16637,                0.79817,               0.000166,               0.000166,               0.000166
