                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.54956,                0.39738,                0.96029,                0.95522,                 0.9877,                0.99426,                 0.9466,                0.35218,                0.20431,                0.83268,              0.0039412,              0.0039412,              0.0039412
                    155,                0.55252,                0.39748,                0.95783,                 0.9552,                0.98779,                0.99426,                0.94659,                0.35108,                0.20359,                0.83216,              0.0039016,              0.0039016,              0.0039016
                    156,                0.54801,                0.39632,                 0.9574,                0.95606,                0.98781,                0.99422,                0.94662,                 0.3502,                 0.2039,                0.83167,               0.003862,               0.003862,               0.003862
                    157,                0.54432,                0.39509,                0.95528,                0.95575,                0.98803,                0.99422,                0.94818,                0.34948,                0.20321,                0.83129,              0.0038224,              0.0038224,              0.0038224
                    158,                0.54317,                0.39354,                0.95822,                0.95599,                0.98802,                0.99422,                0.94805,                0.34845,                0.20307,                0.83078,              0.0037828,              0.0037828,              0.0037828
                    159,                0.54298,                0.39032,                0.95677,                0.95615,                0.98799,                0.99424,                0.94796,                0.34769,                0.20232,                0.83037,              0.0037432,              0.0037432,              0.0037432
                    160,                0.54496,                0.39288,                0.95813,                0.95615,                0.98814,                0.99423,                0.94693,                0.34684,                0.20242,                0.82985,              0.0037036,              0.0037036,              0.0037036
                    161,                0.54253,                0.39134,                 0.9581,                0.95601,                 0.9886,                0.99431,                0.94653,                0.34603,                0.20216,                0.82939,               0.003664,               0.003664,               0.003664
                    162,                0.54216,                0.38982,                0.95709,                0.95629,                0.98883,                 0.9943,                0.94628,                0.34535,                0.20193,                0.82895,              0.0036244,              0.0036244,              0.0036244
                    163,                0.53672,                0.38565,                0.95216,                 0.9563,                0.98901,                 0.9943,                0.94685,                0.34445,                0.20091,                0.82855,              0.0035848,              0.0035848,              0.0035848
                    164,                0.53539,                0.38514,                0.95373,                0.95637,                  0.989,                0.99432,                0.94725,                0.34378,                 0.2006,                0.82814,              0.0035452,              0.0035452,              0.0035452
                    165,                0.53345,                0.37847,                 0.9543,                0.95664,                0.98888,                0.99433,                0.94784,                0.34302,                0.20059,                0.82774,              0.0035056,              0.0035056,              0.0035056
                    166,                0.53153,                0.38116,                0.95067,                 0.9564,                0.98891,                0.99432,                0.94894,                0.34228,                0.20048,                0.82735,               0.003466,               0.003466,               0.003466
                    167,                0.53508,                0.38148,                0.95254,                0.95671,                0.98889,                0.99433,                0.94824,                0.34165,                0.20027,                0.82702,              0.0034264,              0.0034264,              0.0034264
                    168,                0.53049,                 0.3778,                0.94685,                0.95676,                0.98897,                0.99433,                0.94831,                0.34096,                0.19946,                0.82668,              0.0033868,              0.0033868,              0.0033868
                    169,                0.52515,                0.37793,                0.95307,                0.95658,                0.98918,                0.99434,                0.94895,                0.34036,                0.19891,                0.82634,              0.0033472,              0.0033472,              0.0033472
                    170,                 0.5307,                0.37518,                 0.9512,                 0.9574,                0.98924,                0.99433,                0.94867,                0.33972,                0.19836,                0.82609,              0.0033076,              0.0033076,              0.0033076
                    171,                0.52744,                0.37312,                 0.9503,                0.95738,                0.98921,                0.99434,                0.94857,                 0.3391,                0.19824,                0.82581,               0.003268,               0.003268,               0.003268
                    172,                 0.5288,                0.37681,                0.95078,                0.95743,                0.98919,                0.99434,                0.94869,                0.33864,                0.19781,                0.82563,              0.0032284,              0.0032284,              0.0032284
                    173,                0.52645,                0.37169,                0.94978,                0.95722,                0.98927,                0.99434,                0.94866,                0.33796,                0.19735,                0.82525,              0.0031888,              0.0031888,              0.0031888
                    174,                0.52602,                0.37169,                0.94979,                0.95753,                0.98914,                0.99436,                0.94939,                0.33741,                0.19702,                0.82495,              0.0031492,              0.0031492,              0.0031492
                    175,                0.52539,                 0.3668,                0.94816,                0.95757,                0.98921,                0.99435,                0.95016,                0.33675,                0.19661,                0.82468,              0.0031096,              0.0031096,              0.0031096
                    176,                0.51777,                 0.3657,                0.94538,                0.95806,                0.98901,                0.99437,                0.95141,                 0.3362,                0.19619,                0.82433,                0.00307,                0.00307,                0.00307
                    177,                0.52278,                0.36764,                0.94886,                0.95808,                0.98911,                0.99438,                0.95141,                 0.3355,                0.19556,                0.82399,              0.0030304,              0.0030304,              0.0030304
                    178,                0.52359,                0.36233,                0.94268,                0.95809,                0.98913,                0.99438,                0.95147,                 0.3348,                0.19531,                0.82372,              0.0029908,              0.0029908,              0.0029908
                    179,                0.51838,                0.36391,                 0.9458,                0.95811,                0.98917,                0.99438,                0.95256,                0.33402,                0.19473,                0.82338,              0.0029512,              0.0029512,              0.0029512
                    180,                0.51966,                0.36587,                0.94757,                0.95819,                0.98931,                 0.9944,                0.95285,                0.33338,                0.19422,                0.82316,              0.0029116,              0.0029116,              0.0029116
                    181,                0.51777,                0.36379,                 0.9433,                0.95845,                0.98913,                 0.9944,                0.95422,                0.33273,                0.19374,                0.82283,               0.002872,               0.002872,               0.002872
                    182,                0.51412,                0.35926,                0.94241,                0.95849,                0.98906,                0.99442,                0.95429,                0.33225,                0.19338,                0.82256,              0.0028324,              0.0028324,              0.0028324
                    183,                0.51091,                0.35692,                0.94397,                0.95852,                0.98913,                0.99442,                0.95471,                0.33171,                0.19296,                 0.8222,              0.0027928,              0.0027928,              0.0027928
                    184,                 0.5102,                0.35621,                 0.9456,                0.95832,                0.98933,                0.99442,                 0.9549,                0.33126,                0.19284,                0.82202,              0.0027532,              0.0027532,              0.0027532
                    185,                0.51294,                0.36131,                0.94585,                0.95829,                 0.9893,                0.99442,                 0.9553,                0.33069,                 0.1927,                0.82175,              0.0027136,              0.0027136,              0.0027136
                    186,                0.50626,                0.35575,                0.94103,                0.95831,                 0.9894,                0.99443,                0.95538,                 0.3301,                0.19229,                0.82149,               0.002674,               0.002674,               0.002674
                    187,                0.50961,                0.35821,                0.94318,                 0.9583,                0.98945,                0.99444,                0.95448,                0.32951,                0.19235,                 0.8212,              0.0026344,              0.0026344,              0.0026344
                    188,                0.50188,                0.34963,                0.94036,                 0.9583,                0.98949,                0.99443,                0.95454,                0.32911,                 0.1917,                0.82101,              0.0025948,              0.0025948,              0.0025948
                    189,                 0.4996,                0.35045,                0.93819,                0.95882,                 0.9897,                0.99444,                0.95524,                0.32859,                0.19152,                0.82074,              0.0025552,              0.0025552,              0.0025552
                    190,                0.50378,                0.34956,                0.94046,                0.95904,                0.98957,                0.99445,                 0.9548,                0.32808,                0.19128,                0.82051,              0.0025156,              0.0025156,              0.0025156
                    191,                0.50306,                0.34898,                 0.9416,                0.95903,                0.98939,                0.99446,                0.95498,                0.32753,                  0.191,                0.82027,               0.002476,               0.002476,               0.002476
                    192,                0.49975,                0.35133,                0.94348,                0.95906,                0.98942,                0.99446,                0.95555,                0.32704,                0.19067,                0.82001,              0.0024364,              0.0024364,              0.0024364
                    193,                0.49915,                0.34822,                0.93954,                0.95906,                 0.9897,                0.99447,                0.95447,                0.32655,                0.19036,                0.81976,              0.0023968,              0.0023968,              0.0023968
                    194,                 0.4995,                0.34634,                0.94012,                0.95928,                0.98955,                0.99449,                0.95455,                0.32603,                0.19008,                0.81951,              0.0023572,              0.0023572,              0.0023572
                    195,                0.49632,                0.34361,                0.93994,                0.95928,                0.98954,                0.99449,                 0.9545,                0.32556,                0.18987,                 0.8193,              0.0023176,              0.0023176,              0.0023176
                    196,                0.49309,                0.34197,                0.93516,                0.95933,                0.98958,                0.99449,                0.95456,                0.32506,                0.18962,                 0.8191,               0.002278,               0.002278,               0.002278
                    197,                0.49636,                0.34124,                0.93759,                0.95933,                0.98951,                 0.9945,                0.95481,                0.32461,                0.18923,                 0.8189,              0.0022384,              0.0022384,              0.0022384
                    198,                 0.4913,                0.34118,                0.93552,                0.95934,                0.98962,                0.99451,                0.95497,                0.32416,                0.18893,                 0.8187,              0.0021988,              0.0021988,              0.0021988
                    199,                0.48882,                0.33617,                0.93181,                 0.9592,                0.98932,                0.99451,                  0.956,                0.32359,                0.18907,                0.81847,              0.0021592,              0.0021592,              0.0021592
                    200,                0.48753,                 0.3385,                0.93507,                0.95919,                0.98938,                0.99451,                0.95533,                0.32313,                0.18862,                0.81825,              0.0021196,              0.0021196,              0.0021196
                    201,                0.48646,                0.33421,                 0.9342,                0.95992,                0.98941,                0.99452,                0.95558,                0.32272,                0.18824,                0.81803,                0.00208,                0.00208,                0.00208
                    202,                 0.4886,                0.33283,                0.93311,                0.95991,                0.98936,                0.99452,                0.95515,                0.32224,                0.18821,                0.81779,              0.0020404,              0.0020404,              0.0020404
                    203,                0.48655,                0.33638,                0.93537,                 0.9602,                0.98962,                0.99453,                0.95517,                0.32169,                0.18812,                0.81758,              0.0020008,              0.0020008,              0.0020008
                    204,                0.48237,                0.33672,                0.93143,                0.96019,                0.98961,                0.99453,                0.95527,                0.32117,                0.18803,                0.81739,              0.0019612,              0.0019612,              0.0019612
                    205,                0.48501,                0.32806,                0.93123,                0.96019,                0.98958,                0.99453,                0.95704,                0.32066,                0.18768,                0.81719,              0.0019216,              0.0019216,              0.0019216
                    206,                 0.4866,                0.33086,                0.93189,                 0.9601,                0.98954,                0.99453,                0.95645,                0.32033,                0.18753,                0.81705,               0.001882,               0.001882,               0.001882
                    207,                0.47812,                 0.3256,                0.93128,                0.96035,                0.98938,                0.99453,                 0.9564,                0.31985,                0.18725,                0.81685,              0.0018424,              0.0018424,              0.0018424
                    208,                0.48313,                0.32924,                0.93247,                0.96035,                0.98933,                0.99453,                0.95654,                 0.3194,                0.18713,                0.81664,              0.0018028,              0.0018028,              0.0018028
                    209,                0.48116,                0.32792,                0.93029,                0.96053,                0.98923,                0.99453,                 0.9566,                0.31904,                0.18705,                0.81642,              0.0017632,              0.0017632,              0.0017632
                    210,                0.47906,                0.32488,                 0.9306,                0.96052,                0.98918,                0.99454,                0.95605,                 0.3186,                0.18683,                0.81618,              0.0017236,              0.0017236,              0.0017236
                    211,                0.47168,                0.32116,                0.92518,                0.96045,                0.98919,                0.99455,                0.95583,                0.31812,                0.18657,                0.81599,               0.001684,               0.001684,               0.001684
                    212,                0.47632,                0.32386,                0.92885,                0.96058,                0.98934,                0.99455,                0.95657,                0.31776,                0.18646,                0.81579,              0.0016444,              0.0016444,              0.0016444
                    213,                0.47281,                0.32016,                0.92839,                0.96059,                0.98935,                0.99456,                0.95661,                0.31737,                0.18628,                0.81557,              0.0016048,              0.0016048,              0.0016048
                    214,                0.47255,                0.32061,                0.92593,                0.96081,                0.98931,                0.99455,                0.95594,                0.31697,                0.18624,                0.81529,              0.0015652,              0.0015652,              0.0015652
                    215,                0.46425,                0.31749,                0.92562,                0.96071,                0.98927,                0.99456,                0.95614,                0.31662,                0.18601,                0.81507,              0.0015256,              0.0015256,              0.0015256
                    216,                0.47118,                0.32352,                0.92849,                0.96073,                0.98941,                0.99456,                0.95628,                 0.3162,                0.18569,                0.81495,               0.001486,               0.001486,               0.001486
                    217,                0.46758,                0.31457,                0.92519,                0.96105,                0.98962,                0.99457,                0.95679,                0.31582,                0.18556,                0.81477,              0.0014464,              0.0014464,              0.0014464
                    218,                0.46435,                0.31233,                0.92375,                0.96129,                 0.9895,                0.99457,                0.95724,                0.31544,                0.18531,                0.81455,              0.0014068,              0.0014068,              0.0014068
                    219,                0.46396,                0.31539,                 0.9262,                0.96133,                0.98952,                0.99457,                0.95725,                0.31497,                0.18517,                0.81432,              0.0013672,              0.0013672,              0.0013672
                    220,                0.46546,                0.31404,                0.92297,                0.96134,                0.98961,                0.99458,                0.95734,                0.31452,                0.18493,                0.81417,              0.0013276,              0.0013276,              0.0013276
                    221,                0.46223,                0.31299,                0.92384,                0.96156,                0.98947,                0.99459,                0.95722,                0.31412,                0.18484,                0.81395,               0.001288,               0.001288,               0.001288
                    222,                0.46231,                0.30999,                0.92551,                0.96158,                0.98949,                0.99458,                0.95744,                0.31369,                0.18448,                0.81375,              0.0012484,              0.0012484,              0.0012484
                    223,                 0.4565,                0.31095,                0.92138,                0.96157,                0.98951,                0.99459,                0.95755,                0.31331,                0.18425,                0.81351,              0.0012088,              0.0012088,              0.0012088
                    224,                0.45891,                0.30974,                0.92244,                0.96158,                0.98953,                0.99461,                0.95733,                0.31287,                0.18401,                 0.8133,              0.0011692,              0.0011692,              0.0011692
                    225,                0.46054,                0.30958,                0.92236,                0.96183,                0.98932,                0.99461,                0.95699,                0.31252,                0.18377,                0.81314,              0.0011296,              0.0011296,              0.0011296
                    226,                0.45598,                0.30501,                0.92215,                0.96185,                0.98939,                 0.9946,                0.95707,                0.31213,                0.18378,                0.81296,                0.00109,                0.00109,                0.00109
                    227,                0.45346,                0.30804,                0.92005,                0.96185,                0.98941,                0.99461,                0.95694,                0.31173,                 0.1836,                0.81276,              0.0010504,              0.0010504,              0.0010504
                    228,                0.45238,                0.29927,                0.91887,                0.96183,                 0.9895,                0.99463,                0.95779,                0.31132,                0.18332,                0.81255,              0.0010108,              0.0010108,              0.0010108
                    229,                0.45086,                0.30626,                0.91933,                0.96187,                0.98963,                0.99462,                0.95715,                0.31093,                0.18309,                 0.8124,              0.0009712,              0.0009712,              0.0009712
                    230,                  0.445,                0.30281,                0.91747,                0.96187,                0.98968,                0.99462,                0.95775,                 0.3106,                0.18314,                0.81226,              0.0009316,              0.0009316,              0.0009316
                    231,                0.45243,                0.30216,                0.91918,                0.96188,                0.98981,                0.99463,                0.95799,                0.31012,                0.18295,                0.81209,               0.000892,               0.000892,               0.000892
                    232,                0.44876,                0.30215,                0.91752,                0.96189,                0.98992,                0.99462,                0.95763,                0.30981,                0.18272,                 0.8119,              0.0008524,              0.0008524,              0.0008524
                    233,                0.44355,                0.30006,                0.91779,                 0.9619,                0.99009,                0.99462,                0.95785,                0.30948,                0.18255,                0.81171,              0.0008128,              0.0008128,              0.0008128
                    234,                0.44798,                0.30159,                0.92116,                0.96193,                0.99017,                0.99463,                0.95762,                0.30901,                0.18214,                0.81152,              0.0007732,              0.0007732,              0.0007732
